Question_ID,Subject,Topic,Question_Type,Question,Option_A,Option_B,Option_C,Option_D,Option_E,Option_F,Option_G,Option_H,Correct_Answer,Explanation,Difficulty,LNA,Date_Added
IHD_011,Cardiovascular,Ischaemic Heart Disease,SBA,"A 50-year-old woman presents with a 1-hour history of severe chest pain. Her ECG shows ST elevation in leads II, III, and aVF with ST depression in leads I and aVL. Which coronary artery is most likely occluded?",Left anterior descending artery,Left circumflex artery,Left main stem,Right coronary artery,Posterior descending artery,,,,D,"ST elevation in leads II, III, and aVF with reciprocal changes in I and aVL indicates an inferior STEMI. The inferior wall of the heart is most commonly supplied by the right coronary artery (RCA), which is the culprit vessel in approximately 80% of inferior MIs. The left circumflex artery supplies the inferior wall in the remaining 20% (in patients with a left-dominant circulation), but the RCA is the most likely answer. The left anterior descending artery supplies the anterior wall and septum. Left main stem occlusion would typically cause widespread ST changes and haemodynamic collapse. The posterior descending artery is typically a branch of the RCA (in right-dominant circulation) rather than an independently occluded vessel; the proximal RCA occlusion is the more accurate answer.",Medium,Yes,2026-03-15
IHD_012,Cardiovascular,Ischaemic Heart Disease,SBA,"A 74-year-old man with a history of previous PCI, chronic kidney disease (eGFR 28 mL/min), and recurrent NSTEMI is being discussed at the multidisciplinary team meeting. Angiography shows severe two-vessel disease. He is being considered for further revascularisation. Which factor most significantly increases his risk of contrast-induced nephropathy during a repeat procedure?",Age over 70 years,Concurrent use of ticagrelor,eGFR below 30 mL/min,Previous coronary stent insertion,Use of high-osmolar contrast media,,,,C,"The most significant risk factor for contrast-induced nephropathy (CIN) is pre-existing renal impairment, particularly an eGFR below 30 mL/min. This patient's severely reduced kidney function (eGFR 28) puts him at very high risk of further renal deterioration following contrast administration. While age over 70 is a recognised risk factor, it is less significant than severe CKD. Ticagrelor use does not increase the risk of CIN. A previous coronary stent does not in itself increase nephropathy risk. Use of high-osmolar contrast media does increase nephropathy risk compared with low- or iso-osmolar agents, but modern practice uses low-osmolar contrast as standard, and the patient's intrinsic renal function remains the dominant risk factor.",Hard,,2026-03-15
HF_001,Cardiovascular,Heart Failure,SBA,"A 73-year-old man presents to his GP with a 6-week history of increasing breathlessness on exertion, ankle swelling, and orthopnoea. He has a history of hypertension and type 2 diabetes. On examination, his JVP is elevated, there are bibasal crackles, and there is pitting oedema to mid-calf bilaterally. What is the most appropriate initial investigation to support a diagnosis of heart failure?",BNP or NT-proBNP blood test,Chest X-ray,CT pulmonary angiography,Echocardiogram,Electrocardiogram,,,,A,"NICE NG106 recommends measuring natriuretic peptides (BNP or NT-proBNP) as the first-line investigation when heart failure is suspected in a primary care or outpatient setting. If levels are raised (BNP >400 pg/mL or NT-proBNP >2000 pg/mL), urgent echocardiography should be arranged within 2 weeks. If moderately raised (BNP 100-400 or NT-proBNP 400-2000), echocardiography should be performed within 6 weeks. A chest X-ray and ECG are useful supportive investigations but are not the recommended first-line diagnostic test. Echocardiography is essential for confirming the diagnosis and determining the type of heart failure, but it is arranged after natriuretic peptide testing. CT pulmonary angiography is used to investigate suspected pulmonary embolism, not heart failure.",Easy,,2026-03-15
HF_002,Cardiovascular,Heart Failure,SBA,A 68-year-old woman has been diagnosed with heart failure with reduced ejection fraction (HFrEF) following echocardiography showing an LVEF of 30%. She is currently asymptomatic at rest but becomes breathless walking on flat ground. What is her New York Heart Association (NYHA) functional class?,NYHA Class I,NYHA Class II,NYHA Class III,NYHA Class IV,NYHA classification cannot be applied without a cardiopulmonary exercise test,,,,C,"NYHA Class III describes patients who are comfortable at rest but experience symptoms (breathlessness, fatigue) with less than ordinary physical activity, such as walking on flat ground. NYHA Class I patients have no limitation of physical activity. NYHA Class II patients are comfortable at rest but symptomatic with ordinary activity (e.g., climbing stairs). NYHA Class IV patients have symptoms at rest or with any physical activity. NYHA classification is a clinical assessment and does not require formal cardiopulmonary exercise testing.",Easy,,2026-03-15
HF_003,Cardiovascular,Heart Failure,SBA,"A 60-year-old man is newly diagnosed with heart failure with reduced ejection fraction (LVEF 28%) following an anterior myocardial infarction. His blood pressure is 130/80 mmHg, heart rate is 78 bpm, and his renal function and electrolytes are normal. Which combination of medications should be initiated as first-line therapy?",ACE inhibitor and beta-blocker,ACE inhibitor and mineralocorticoid receptor antagonist,Beta-blocker and loop diuretic,Digoxin and loop diuretic,Sacubitril-valsartan and beta-blocker,,,,A,"NICE NG106 recommends an ACE inhibitor (or ARB if not tolerated) and a beta-blocker as first-line pharmacological therapy for all patients with HFrEF. Both should be started and up-titrated to the maximum tolerated dose. A mineralocorticoid receptor antagonist (e.g., spironolactone or eplerenone) is added as second-line if symptoms persist despite optimised first-line therapy. Loop diuretics are used for symptom relief of fluid overload but are not disease-modifying. Digoxin may be considered as add-on therapy for symptom control but does not improve mortality. Sacubitril-valsartan is recommended as a replacement for the ACE inhibitor in patients who remain symptomatic despite optimal first-line treatment, not as initial therapy.",Easy,,2026-03-15
HF_004,Cardiovascular,Heart Failure,SBA,"A 72-year-old woman with known HFrEF (LVEF 25%) is on ramipril 10 mg daily, bisoprolol 10 mg daily, and spironolactone 25 mg daily. She remains breathless on minimal exertion (NYHA Class III). Her blood pressure is 108/68 mmHg, heart rate 72 bpm, potassium 4.8 mmol/L, and eGFR 55 mL/min. What is the most appropriate next step in her pharmacological management?",Add digoxin,Add hydralazine and isosorbide dinitrate,Add ivabradine,Increase spironolactone to 50 mg daily,Switch ramipril to sacubitril-valsartan,,,,E,"NICE NG106 recommends switching the ACE inhibitor to sacubitril-valsartan (an angiotensin receptor-neprilysin inhibitor, ARNI) in patients with HFrEF who remain symptomatic despite optimal doses of an ACE inhibitor/ARB, beta-blocker, and MRA. The PARADIGM-HF trial demonstrated that sacubitril-valsartan significantly reduced cardiovascular mortality and heart failure hospitalisation compared with enalapril. There must be a 36-hour washout period between stopping the ACE inhibitor and starting sacubitril-valsartan to avoid angioedema. Ivabradine would be considered if the heart rate were >=75 bpm on maximum tolerated beta-blocker, which is not the case here at 72 bpm. Digoxin can be considered for symptom improvement but does not reduce mortality. Hydralazine and nitrate combination is primarily used in patients who cannot tolerate ACE inhibitors or ARBs. Increasing spironolactone risks hyperkalaemia given the potassium of 4.8 mmol/L.",Medium,,2026-03-15
HF_005,Cardiovascular,Heart Failure,SBA,"A 78-year-old man presents to the emergency department with acute severe breathlessness. On examination, his respiratory rate is 32/min, oxygen saturations 88% on air, blood pressure 85/60 mmHg, and heart rate 110 bpm. There are widespread bilateral crackles and a third heart sound. His chest X-ray shows bilateral pulmonary oedema. What is the most appropriate initial management?",Furosemide 40 mg oral and arrange outpatient echocardiography,GTN infusion and high-dose intravenous furosemide,Intravenous dobutamine and urgent senior review,Intravenous furosemide 40 mg and oxygen therapy,Non-invasive ventilation (CPAP) and oral captopril,,,,C,"This patient is in acute decompensated heart failure with cardiogenic shock (systolic BP <90 mmHg, tachycardia, pulmonary oedema, and signs of poor perfusion). In cardiogenic shock, inotropic support such as dobutamine is required to improve cardiac output and blood pressure, with urgent senior or critical care review. GTN infusion is contraindicated when systolic BP is below 90 mmHg due to the risk of worsening hypotension. Intravenous furosemide is appropriate for fluid overload but alone will not address the haemodynamic compromise, and high-dose furosemide with GTN would further drop BP. Oral furosemide with outpatient follow-up is wholly inappropriate for this acute presentation. CPAP may help with oxygenation but oral captopril would worsen hypotension; the priority is restoring adequate cardiac output.",Medium,,2026-03-15
HF_006,Cardiovascular,Heart Failure,SBA,"A 66-year-old woman with HFrEF (LVEF 20%) and left bundle branch block (QRS duration 155 ms) remains in NYHA Class III despite 6 months of optimal medical therapy including sacubitril-valsartan, bisoprolol, and eplerenone. She is in sinus rhythm. Which device therapy should be considered?",Cardiac resynchronisation therapy with defibrillator (CRT-D),Implantable cardioverter-defibrillator (ICD) alone,Implantable loop recorder,Left ventricular assist device (LVAD),Permanent dual-chamber pacemaker,,,,A,"NICE TA314 recommends cardiac resynchronisation therapy (CRT) for patients with HFrEF (LVEF <=35%), NYHA Class III-IV symptoms despite optimal medical therapy, who are in sinus rhythm with a QRS duration >=150 ms and left bundle branch block morphology. CRT-D (with defibrillator function) is preferred as it also provides protection against sudden cardiac death from ventricular arrhythmias. An ICD alone would provide arrhythmia protection but would not improve symptoms or cardiac function through resynchronisation. An implantable loop recorder is a diagnostic device for arrhythmia monitoring, not a therapeutic intervention. An LVAD is reserved for end-stage heart failure as a bridge to transplant or destination therapy. A standard dual-chamber pacemaker does not provide biventricular pacing and would not address the dyssynchrony.",Medium,,2026-03-15
HF_007,Cardiovascular,Heart Failure,SBA,"A 75-year-old man with a history of heart failure with preserved ejection fraction (HFpEF, LVEF 60%) presents to his GP with worsening ankle swelling and breathlessness. He is currently taking amlodipine for hypertension and no heart failure medications. Which of the following is the most appropriate treatment to address his symptoms?",Bisoprolol,Dapagliflozin,Loop diuretic,Ramipril,Sacubitril-valsartan,,,,C,"The management of HFpEF is focused on symptom control and treating underlying comorbidities, as no single therapy has demonstrated a definitive mortality benefit in this group. Loop diuretics (e.g., furosemide) are the mainstay for relieving congestive symptoms such as peripheral oedema and breathlessness due to fluid overload. Dapagliflozin (SGLT2 inhibitor) has shown benefit in the DELIVER trial for HFpEF and may be considered, but symptom relief with diuretics is the immediate priority for this patient with congestive symptoms. Ramipril, bisoprolol, and sacubitril-valsartan have established roles in HFrEF but do not have the same evidence base in HFpEF. Treatment of hypertension and other comorbidities remains important.",Medium,,2026-03-15
HF_008,Cardiovascular,Heart Failure,SBA,"A 58-year-old man with newly diagnosed HFrEF (LVEF 32%) is started on ramipril. His baseline bloods show creatinine 95 umol/L, eGFR 68 mL/min, and potassium 4.2 mmol/L. After 2 weeks of ramipril 5 mg daily, repeat bloods show creatinine 125 umol/L, eGFR 52 mL/min, and potassium 5.0 mmol/L. What is the most appropriate action?",Continue ramipril at the current dose and recheck bloods in 2 weeks,Halve the dose of ramipril and recheck bloods in 2 weeks,Immediately stop ramipril and switch to an ARB,Stop ramipril and refer urgently for renal ultrasound,Increase ramipril to 10 mg and recheck bloods in 4 weeks,,,,A,"A rise in creatinine of up to 30% from baseline and a potassium up to 5.5 mmol/L is considered acceptable after starting an ACE inhibitor and does not require dose reduction or cessation. In this case, creatinine has risen from 95 to 125 umol/L (approximately 32%), which is borderline. The appropriate action is to continue the current dose and monitor closely with repeat bloods in 1-2 weeks. If creatinine rises more than 50% from baseline or potassium exceeds 5.5 mmol/L, the dose should be reduced. Stopping ramipril entirely would deprive the patient of a mortality-reducing medication unnecessarily. Switching to an ARB would not solve the issue as ARBs have similar effects on renal function. Increasing the dose would be premature without confirming stability. Urgent renal ultrasound is not indicated for this expected pharmacological effect.",Medium,Yes,2026-03-15
HF_009,Cardiovascular,Heart Failure,SBA,A 64-year-old man with HFrEF (LVEF 22%) and ischaemic cardiomyopathy is reviewed in the heart failure clinic. He has been on optimal medical therapy for over 12 months. His most recent echocardiogram shows severe biventricular dilatation with functional mitral regurgitation. He is now breathless at rest (NYHA Class IV) and has had three hospital admissions for decompensation in the past 6 months despite good medication adherence. What is the most appropriate next step?,Add metolazone to his diuretic regimen,Arrange mitral valve replacement surgery,Implant a left ventricular assist device,List for cardiac transplant assessment,Start palliative care and discontinue disease-modifying therapies,,,,D,"This patient has advanced (end-stage) heart failure with persistent NYHA Class IV symptoms, recurrent hospitalisations, and severely impaired biventricular function despite optimised medical therapy. Referral for transplant assessment is the most appropriate next step, as transplantation offers the best long-term survival for carefully selected patients with end-stage heart failure. An LVAD may be considered as a bridge to transplant or as destination therapy if transplantation is not feasible, but transplant assessment should be the first consideration. Mitral valve surgery carries extremely high risk with severely impaired biventricular function and is unlikely to improve outcomes. Adding metolazone may provide temporary symptomatic relief but does not address the underlying problem. While palliative care input is important and should run alongside active management, discontinuing all disease-modifying therapies at this stage would be premature before exploring transplant eligibility.",Hard,,2026-03-15
HF_010,Cardiovascular,Heart Failure,SBA,"A 70-year-old man with known HFrEF (LVEF 30%) on optimal medical therapy is admitted with decompensated heart failure. During his admission, he develops an irregular pulse. An ECG confirms new-onset atrial fibrillation with a ventricular rate of 130 bpm. His CHA2DS2-VASc score is 4. He is already taking aspirin. In addition to rate control, what is the most appropriate antithrombotic management?",Add clopidogrel to aspirin,Continue aspirin alone as it provides sufficient stroke prevention,Start a direct oral anticoagulant (DOAC) and stop aspirin,Start a DOAC in addition to aspirin,Start warfarin and continue aspirin,,,,C,"With new-onset atrial fibrillation and a CHA2DS2-VASc score of 4, this patient is at high risk of stroke and requires anticoagulation. NICE NG196 recommends a DOAC (e.g., apixaban, edoxaban, rivaroxaban) as first-line anticoagulation for stroke prevention in AF. Aspirin should be stopped as it is not recommended for stroke prevention in AF and adding it to anticoagulation increases bleeding risk without meaningful additional benefit. Dual therapy with a DOAC plus aspirin significantly increases haemorrhagic risk and is not indicated unless there is a separate indication for antiplatelet therapy (e.g., recent ACS or PCI). Aspirin alone provides inadequate stroke prevention in AF. Adding clopidogrel to aspirin is an antiplatelet strategy that is inferior to anticoagulation for AF-related stroke prevention. Warfarin is an alternative anticoagulant but DOACs are preferred first-line, and warfarin plus aspirin also increases bleeding risk.",Hard,,2026-03-15
HF_011,Cardiovascular,Heart Failure,SBA,"A 74-year-old man with chronic HFrEF (LVEF 28%) on optimal medical therapy presents to his GP with a 3 kg weight gain over 4 days, increasing ankle oedema, and worsening exertional breathlessness. He is haemodynamically stable with a blood pressure of 128/76 mmHg and oxygen saturations of 96% on air. His serum creatinine has risen from a baseline of 110 µmol/L to 135 µmol/L. What is the most appropriate initial management?",Admit to hospital for intravenous diuretics,Increase his oral furosemide dose and review in 2-3 days,Reduce his ramipril dose due to the rising creatinine,Start metolazone and arrange urgent nephrology referral,Switch furosemide to bumetanide for better absorption,,,,B,"This patient has signs of fluid overload (weight gain, oedema, worsening breathlessness) in the context of chronic heart failure, but is haemodynamically stable and not hypoxic. According to NICE NG106, community-based management of decompensation is appropriate in stable patients: increasing the oral loop diuretic dose with close follow-up in 2-3 days to assess response (weight, symptoms, renal function). The modest creatinine rise is likely related to fluid overload and reduced renal perfusion rather than drug toxicity, and should improve with effective diuresis. Reducing ramipril would be counterproductive as ACE inhibitors are prognostically beneficial. Hospital admission is reserved for patients who are haemodynamically unstable, severely hypoxic, or not responding to oral diuretic dose increases. Metolazone is a potent thiazide-like diuretic used for diuretic resistance in secondary care, not as a first-line GP intervention. Switching to bumetanide may be considered if there is poor absorption (e.g., gut oedema), but dose escalation of the current diuretic is the first step.",Medium,,2026-03-15
ARR_001,Cardiovascular,Arrhythmias & ECG Interpretation,SBA,"A 76-year-old man presents to his GP with a 2-week history of palpitations and breathlessness on exertion. On examination, his pulse is irregularly irregular at 92 bpm and his blood pressure is 142/88 mmHg. An ECG shows absent P waves with an irregularly irregular ventricular response. What is the most likely diagnosis?",Atrial fibrillation,Atrial flutter with variable block,Frequent atrial ectopics,Multifocal atrial tachycardia,Ventricular fibrillation,,,,A,"The combination of an irregularly irregular pulse and absent P waves on ECG is the hallmark of atrial fibrillation (AF). Atrial flutter typically produces a regular or regularly irregular rhythm with sawtooth flutter waves, not absent P waves. Frequent atrial ectopics can cause an irregular pulse but P waves of varying morphology would be visible on ECG. Multifocal atrial tachycardia shows at least three different P wave morphologies with an irregular rhythm, but P waves are present. Ventricular fibrillation is a cardiac arrest rhythm with no discernible QRS complexes and the patient would be unresponsive, not presenting to their GP.",Easy,No,2026-03-15
ARR_002,Cardiovascular,Arrhythmias & ECG Interpretation,SBA,"A 71-year-old woman is diagnosed with new-onset atrial fibrillation. She has a history of hypertension, type 2 diabetes, and a previous TIA 2 years ago. She is otherwise well. Her CHA2DS2-VASc score is calculated as 6. What is the most appropriate antithrombotic therapy?",Aspirin 75 mg daily,Aspirin 75 mg and clopidogrel 75 mg daily,A direct oral anticoagulant (DOAC),No antithrombotic therapy required,Warfarin with a target INR of 2.0-3.0,,,,C,"NICE NG196 recommends anticoagulation for stroke prevention in patients with AF and a CHA2DS2-VASc score of 2 or more (men) or 3 or more (women). DOACs (apixaban, edoxaban, rivaroxaban, dabigatran) are recommended as first-line over warfarin due to their predictable pharmacokinetics, fewer drug interactions, and no requirement for routine INR monitoring. This patient has a very high CHA2DS2-VASc score of 6 (female sex 1, age 65-74 1, hypertension 1, diabetes 1, previous TIA 2), placing her at significant stroke risk. Aspirin alone or dual antiplatelet therapy is not recommended for stroke prevention in AF as they are inferior to anticoagulation and still carry bleeding risk. Warfarin is an alternative but not first-line. No therapy would be inappropriate given her high risk.",Medium,Yes,2026-03-15
ARR_003,Cardiovascular,Arrhythmias & ECG Interpretation,SBA,A 28-year-old woman presents to the emergency department with sudden-onset palpitations that started 30 minutes ago. She feels light-headed but is haemodynamically stable. Her ECG shows a regular narrow complex tachycardia at 180 bpm with no visible P waves. What is the most likely diagnosis?,Atrial fibrillation,Atrial flutter with 2:1 block,Sinus tachycardia,Supraventricular tachycardia (SVT),Ventricular tachycardia,,,,D,"A regular narrow complex tachycardia at a high rate (180 bpm) in a young patient with sudden onset is characteristic of supraventricular tachycardia (SVT), most commonly atrioventricular nodal re-entrant tachycardia (AVNRT). P waves are often hidden within or just after the QRS complex in AVNRT. Atrial fibrillation would produce an irregularly irregular rhythm, not a regular one. Atrial flutter with 2:1 block typically produces a regular rhythm at around 150 bpm with sawtooth flutter waves. Sinus tachycardia has a gradual onset, visible P waves, and rarely exceeds 160 bpm in a young person at rest. Ventricular tachycardia produces a broad complex tachycardia, not narrow complex.",Easy,No,2026-03-15
